asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST16377,ORG00840,SRV-16377,Network Device 16377,Network Device,High,Production,Mumbai DC,Maintenance
AST16378,ORG00195,SRV-16378,Application 16378,Application,Critical,Staging,Hyderabad DC,Active
AST16379,ORG00624,SRV-16379,Cloud Instance 16379,Cloud Instance,Medium,Staging,Mumbai DC,Active
AST16380,ORG00620,SRV-16380,Firewall 16380,Firewall,Medium,Production,Pune DC,Active
AST16381,ORG00879,SRV-16381,Server 16381,Server,Medium,Staging,Hyderabad DC,Active
AST16382,ORG00493,SRV-16382,Workstation 16382,Workstation,High,Staging,Hyderabad DC,Active
AST16383,ORG00894,SRV-16383,Server 16383,Server,Low,Staging,Pune DC,Active
AST16384,ORG00110,SRV-16384,Firewall 16384,Firewall,Medium,Production,Delhi DC,Active
AST16385,ORG00409,SRV-16385,Network Device 16385,Network Device,Medium,Production,Delhi DC,Active
AST16386,ORG00848,SRV-16386,Application 16386,Application,Medium,Production,Delhi DC,Active
AST16387,ORG00145,SRV-16387,Application 16387,Application,High,Staging,Delhi DC,Active
AST16388,ORG00735,SRV-16388,Application 16388,Application,High,Production,Pune DC,Active
AST16389,ORG00322,SRV-16389,Network Device 16389,Network Device,Medium,Development,Mumbai DC,Inactive
AST16390,ORG00889,SRV-16390,Cloud Instance 16390,Cloud Instance,Critical,Production,Mumbai DC,Active
AST16391,ORG00278,SRV-16391,Server 16391,Server,Medium,Development,Pune DC,Active
AST16392,ORG00806,SRV-16392,Domain Controller 16392,Domain Controller,High,Staging,Mumbai DC,Active
AST16393,ORG00873,SRV-16393,Server 16393,Server,Medium,Staging,Mumbai DC,Active
AST16394,ORG00877,SRV-16394,Cloud Instance 16394,Cloud Instance,High,Staging,Mumbai DC,Active
AST16395,ORG00179,SRV-16395,Domain Controller 16395,Domain Controller,Critical,Development,Mumbai DC,Active
AST16396,ORG00718,SRV-16396,Application 16396,Application,Low,Staging,Delhi DC,Active
AST16397,ORG00528,SRV-16397,Application 16397,Application,High,Staging,Hyderabad DC,Active
AST16398,ORG00196,SRV-16398,Server 16398,Server,Medium,Production,Mumbai DC,Active
AST16399,ORG00028,SRV-16399,Network Device 16399,Network Device,Low,Staging,Pune DC,Active
AST16400,ORG00596,SRV-16400,Server 16400,Server,Medium,Development,Hyderabad DC,Active
AST16401,ORG00518,SRV-16401,Application 16401,Application,High,Development,Hyderabad DC,Active
AST16402,ORG00721,SRV-16402,Server 16402,Server,Medium,Production,Bengaluru DC,Active
AST16403,ORG00936,SRV-16403,Cloud Instance 16403,Cloud Instance,Medium,Production,Delhi DC,Active
AST16404,ORG00382,SRV-16404,Database 16404,Database,High,Staging,Pune DC,Inactive
AST16405,ORG00191,SRV-16405,Firewall 16405,Firewall,Low,Development,Bengaluru DC,Active
AST16406,ORG00250,SRV-16406,Cloud Instance 16406,Cloud Instance,Medium,Production,Delhi DC,Active
AST16407,ORG00204,SRV-16407,Server 16407,Server,Critical,Production,Pune DC,Active
AST16408,ORG00002,SRV-16408,Domain Controller 16408,Domain Controller,Low,Staging,Pune DC,Active
AST16409,ORG00770,SRV-16409,Workstation 16409,Workstation,High,Development,Delhi DC,Active
AST16410,ORG00403,SRV-16410,Firewall 16410,Firewall,Low,Production,Mumbai DC,Active
AST16411,ORG00470,SRV-16411,Cloud Instance 16411,Cloud Instance,Low,Production,Hyderabad DC,Active
AST16412,ORG00374,SRV-16412,Cloud Instance 16412,Cloud Instance,High,Development,Mumbai DC,Active
AST16413,ORG00829,SRV-16413,Cloud Instance 16413,Cloud Instance,Medium,Staging,Bengaluru DC,Active
AST16414,ORG00577,SRV-16414,Domain Controller 16414,Domain Controller,Medium,Staging,Mumbai DC,Active
AST16415,ORG00388,SRV-16415,Workstation 16415,Workstation,Medium,Development,Bengaluru DC,Active
AST16416,ORG00070,SRV-16416,Database 16416,Database,High,Production,Hyderabad DC,Active
AST16417,ORG00145,SRV-16417,Application 16417,Application,Medium,Production,Mumbai DC,Active
AST16418,ORG00064,SRV-16418,Domain Controller 16418,Domain Controller,High,Staging,Pune DC,Active
AST16419,ORG00085,SRV-16419,Network Device 16419,Network Device,Medium,Development,Bengaluru DC,Active
AST16420,ORG00479,SRV-16420,Workstation 16420,Workstation,Low,Production,Bengaluru DC,Active
AST16421,ORG00239,SRV-16421,Workstation 16421,Workstation,High,Development,Bengaluru DC,Active
AST16422,ORG00115,SRV-16422,Domain Controller 16422,Domain Controller,Medium,Staging,Mumbai DC,Active
AST16423,ORG00631,SRV-16423,Network Device 16423,Network Device,High,Production,Delhi DC,Active
AST16424,ORG00247,SRV-16424,Firewall 16424,Firewall,High,Development,Mumbai DC,Active
AST16425,ORG00439,SRV-16425,Firewall 16425,Firewall,High,Staging,Hyderabad DC,Active
AST16426,ORG00570,SRV-16426,Database 16426,Database,High,Development,Bengaluru DC,Active
AST16427,ORG00350,SRV-16427,Firewall 16427,Firewall,Low,Development,Mumbai DC,Active
AST16428,ORG00810,SRV-16428,Workstation 16428,Workstation,Medium,Production,Delhi DC,Active
AST16429,ORG00172,SRV-16429,Server 16429,Server,Medium,Staging,Hyderabad DC,Active
AST16430,ORG00896,SRV-16430,Workstation 16430,Workstation,High,Staging,Delhi DC,Active
AST16431,ORG00827,SRV-16431,Cloud Instance 16431,Cloud Instance,High,Staging,Mumbai DC,Active
AST16432,ORG00847,SRV-16432,Server 16432,Server,High,Production,Mumbai DC,Active
AST16433,ORG00727,SRV-16433,Domain Controller 16433,Domain Controller,Medium,Production,Hyderabad DC,Active
AST16434,ORG00157,SRV-16434,Firewall 16434,Firewall,Low,Development,Bengaluru DC,Active
AST16435,ORG00426,SRV-16435,Cloud Instance 16435,Cloud Instance,High,Staging,Hyderabad DC,Active
AST16436,ORG00361,SRV-16436,Network Device 16436,Network Device,Medium,Staging,Mumbai DC,Active
AST16437,ORG00871,SRV-16437,Database 16437,Database,Medium,Production,Mumbai DC,Inactive
AST16438,ORG00872,SRV-16438,Cloud Instance 16438,Cloud Instance,Low,Development,Pune DC,Active
AST16439,ORG00263,SRV-16439,Application 16439,Application,Critical,Production,Pune DC,Active
AST16440,ORG00493,SRV-16440,Workstation 16440,Workstation,Medium,Development,Bengaluru DC,Active
AST16441,ORG00475,SRV-16441,Network Device 16441,Network Device,Low,Production,Delhi DC,Active
AST16442,ORG00121,SRV-16442,Firewall 16442,Firewall,Medium,Development,Mumbai DC,Active
AST16443,ORG00862,SRV-16443,Firewall 16443,Firewall,Critical,Staging,Pune DC,Active
AST16444,ORG00609,SRV-16444,Workstation 16444,Workstation,Medium,Staging,Pune DC,Active
AST16445,ORG00147,SRV-16445,Network Device 16445,Network Device,Critical,Development,Mumbai DC,Active
AST16446,ORG00357,SRV-16446,Workstation 16446,Workstation,Medium,Staging,Pune DC,Active
AST16447,ORG00901,SRV-16447,Workstation 16447,Workstation,High,Production,Bengaluru DC,Active
AST16448,ORG00066,SRV-16448,Database 16448,Database,High,Staging,Mumbai DC,Active
AST16449,ORG00050,SRV-16449,Cloud Instance 16449,Cloud Instance,Medium,Production,Hyderabad DC,Active
AST16450,ORG00040,SRV-16450,Cloud Instance 16450,Cloud Instance,Critical,Staging,Hyderabad DC,Active
AST16451,ORG00528,SRV-16451,Domain Controller 16451,Domain Controller,Low,Development,Hyderabad DC,Active
AST16452,ORG00882,SRV-16452,Domain Controller 16452,Domain Controller,High,Production,Bengaluru DC,Active
AST16453,ORG00315,SRV-16453,Server 16453,Server,Medium,Development,Hyderabad DC,Active
AST16454,ORG00426,SRV-16454,Application 16454,Application,Critical,Staging,Pune DC,Active
AST16455,ORG00819,SRV-16455,Server 16455,Server,Critical,Development,Delhi DC,Active
AST16456,ORG00926,SRV-16456,Application 16456,Application,Medium,Production,Hyderabad DC,Active
AST16457,ORG00253,SRV-16457,Server 16457,Server,High,Development,Delhi DC,Active
AST16458,ORG00748,SRV-16458,Firewall 16458,Firewall,High,Production,Bengaluru DC,Active
AST16459,ORG00331,SRV-16459,Firewall 16459,Firewall,Medium,Staging,Mumbai DC,Active
AST16460,ORG00121,SRV-16460,Domain Controller 16460,Domain Controller,Medium,Production,Mumbai DC,Active
AST16461,ORG00735,SRV-16461,Server 16461,Server,Medium,Production,Pune DC,Active
AST16462,ORG01000,SRV-16462,Cloud Instance 16462,Cloud Instance,Medium,Production,Hyderabad DC,Active
AST16463,ORG00346,SRV-16463,Firewall 16463,Firewall,Low,Production,Mumbai DC,Active
AST16464,ORG00208,SRV-16464,Workstation 16464,Workstation,High,Production,Pune DC,Active
AST16465,ORG00810,SRV-16465,Application 16465,Application,High,Production,Bengaluru DC,Active
AST16466,ORG00272,SRV-16466,Network Device 16466,Network Device,High,Staging,Mumbai DC,Active
AST16467,ORG00986,SRV-16467,Database 16467,Database,High,Staging,Bengaluru DC,Active
AST16468,ORG00115,SRV-16468,Domain Controller 16468,Domain Controller,High,Production,Hyderabad DC,Active
AST16469,ORG00629,SRV-16469,Firewall 16469,Firewall,Medium,Staging,Bengaluru DC,Active
AST16470,ORG00030,SRV-16470,Server 16470,Server,Low,Staging,Hyderabad DC,Active
AST16471,ORG00577,SRV-16471,Network Device 16471,Network Device,High,Production,Pune DC,Active
AST16472,ORG00198,SRV-16472,Application 16472,Application,Critical,Production,Hyderabad DC,Active
AST16473,ORG00645,SRV-16473,Server 16473,Server,High,Production,Mumbai DC,Active
AST16474,ORG00474,SRV-16474,Network Device 16474,Network Device,High,Staging,Delhi DC,Active
AST16475,ORG00055,SRV-16475,Domain Controller 16475,Domain Controller,Low,Production,Hyderabad DC,Active
AST16476,ORG00425,SRV-16476,Firewall 16476,Firewall,Medium,Staging,Hyderabad DC,Active
AST16477,ORG00471,SRV-16477,Workstation 16477,Workstation,Medium,Production,Mumbai DC,Active
AST16478,ORG00187,SRV-16478,Network Device 16478,Network Device,High,Staging,Pune DC,Active
AST16479,ORG00780,SRV-16479,Database 16479,Database,Low,Production,Pune DC,Active
AST16480,ORG00161,SRV-16480,Domain Controller 16480,Domain Controller,Critical,Staging,Pune DC,Active
AST16481,ORG00499,SRV-16481,Network Device 16481,Network Device,Critical,Staging,Hyderabad DC,Active
AST16482,ORG00294,SRV-16482,Workstation 16482,Workstation,Medium,Production,Mumbai DC,Active
AST16483,ORG00555,SRV-16483,Application 16483,Application,Critical,Staging,Delhi DC,Active
AST16484,ORG00607,SRV-16484,Database 16484,Database,High,Staging,Delhi DC,Active
AST16485,ORG00471,SRV-16485,Application 16485,Application,Critical,Development,Delhi DC,Active
AST16486,ORG00427,SRV-16486,Firewall 16486,Firewall,High,Production,Bengaluru DC,Active
AST16487,ORG00605,SRV-16487,Cloud Instance 16487,Cloud Instance,Critical,Development,Delhi DC,Active
AST16488,ORG00193,SRV-16488,Network Device 16488,Network Device,Medium,Development,Hyderabad DC,Active
AST16489,ORG00646,SRV-16489,Firewall 16489,Firewall,Medium,Production,Delhi DC,Active
AST16490,ORG00899,SRV-16490,Database 16490,Database,Medium,Staging,Bengaluru DC,Active
AST16491,ORG00632,SRV-16491,Workstation 16491,Workstation,Critical,Staging,Delhi DC,Inactive
AST16492,ORG00450,SRV-16492,Application 16492,Application,Low,Staging,Mumbai DC,Active
AST16493,ORG00061,SRV-16493,Cloud Instance 16493,Cloud Instance,Medium,Development,Pune DC,Active
AST16494,ORG00650,SRV-16494,Database 16494,Database,Critical,Production,Bengaluru DC,Active
AST16495,ORG00323,SRV-16495,Domain Controller 16495,Domain Controller,Medium,Staging,Bengaluru DC,Active
AST16496,ORG00039,SRV-16496,Firewall 16496,Firewall,Critical,Development,Mumbai DC,Active
AST16497,ORG00122,SRV-16497,Database 16497,Database,Medium,Production,Bengaluru DC,Active
AST16498,ORG00478,SRV-16498,Workstation 16498,Workstation,Medium,Development,Pune DC,Active
AST16499,ORG00336,SRV-16499,Server 16499,Server,Critical,Production,Mumbai DC,Active
AST16500,ORG00992,SRV-16500,Application 16500,Application,Low,Development,Delhi DC,Active
AST16501,ORG00829,SRV-16501,Server 16501,Server,Medium,Staging,Pune DC,Active
AST16502,ORG00387,SRV-16502,Database 16502,Database,High,Staging,Hyderabad DC,Inactive
AST16503,ORG00318,SRV-16503,Database 16503,Database,Critical,Development,Mumbai DC,Active
AST16504,ORG00245,SRV-16504,Workstation 16504,Workstation,High,Development,Pune DC,Active
AST16505,ORG00991,SRV-16505,Database 16505,Database,Medium,Production,Pune DC,Active
AST16506,ORG00393,SRV-16506,Application 16506,Application,Medium,Production,Pune DC,Active
AST16507,ORG00225,SRV-16507,Server 16507,Server,High,Staging,Delhi DC,Active
AST16508,ORG00082,SRV-16508,Database 16508,Database,High,Staging,Pune DC,Active
AST16509,ORG00671,SRV-16509,Domain Controller 16509,Domain Controller,Critical,Production,Delhi DC,Active
AST16510,ORG00723,SRV-16510,Network Device 16510,Network Device,Low,Development,Hyderabad DC,Active
AST16511,ORG00608,SRV-16511,Domain Controller 16511,Domain Controller,Medium,Production,Delhi DC,Active
AST16512,ORG00863,SRV-16512,Database 16512,Database,Critical,Development,Hyderabad DC,Active
AST16513,ORG00899,SRV-16513,Firewall 16513,Firewall,Critical,Development,Hyderabad DC,Active
AST16514,ORG00877,SRV-16514,Firewall 16514,Firewall,Critical,Production,Delhi DC,Active
AST16515,ORG00772,SRV-16515,Database 16515,Database,High,Staging,Hyderabad DC,Active
AST16516,ORG00773,SRV-16516,Server 16516,Server,Medium,Staging,Delhi DC,Inactive
AST16517,ORG00980,SRV-16517,Network Device 16517,Network Device,Low,Staging,Delhi DC,Active
AST16518,ORG00453,SRV-16518,Cloud Instance 16518,Cloud Instance,Low,Production,Mumbai DC,Active
AST16519,ORG00825,SRV-16519,Workstation 16519,Workstation,High,Production,Delhi DC,Active
AST16520,ORG00338,SRV-16520,Firewall 16520,Firewall,High,Production,Hyderabad DC,Active
AST16521,ORG00531,SRV-16521,Workstation 16521,Workstation,High,Staging,Mumbai DC,Active
AST16522,ORG00601,SRV-16522,Workstation 16522,Workstation,Critical,Staging,Bengaluru DC,Maintenance
AST16523,ORG00588,SRV-16523,Firewall 16523,Firewall,High,Staging,Delhi DC,Active
AST16524,ORG00530,SRV-16524,Workstation 16524,Workstation,High,Development,Bengaluru DC,Active
AST16525,ORG00152,SRV-16525,Server 16525,Server,Medium,Production,Bengaluru DC,Active
AST16526,ORG00224,SRV-16526,Database 16526,Database,Low,Staging,Bengaluru DC,Active
AST16527,ORG00232,SRV-16527,Application 16527,Application,Low,Production,Mumbai DC,Active
AST16528,ORG00841,SRV-16528,Domain Controller 16528,Domain Controller,Medium,Development,Delhi DC,Active
AST16529,ORG00120,SRV-16529,Firewall 16529,Firewall,High,Staging,Pune DC,Active
AST16530,ORG00742,SRV-16530,Workstation 16530,Workstation,High,Staging,Mumbai DC,Active
AST16531,ORG00394,SRV-16531,Domain Controller 16531,Domain Controller,Critical,Development,Delhi DC,Active
AST16532,ORG00239,SRV-16532,Server 16532,Server,Medium,Staging,Mumbai DC,Active
AST16533,ORG00521,SRV-16533,Workstation 16533,Workstation,High,Production,Bengaluru DC,Active
AST16534,ORG00339,SRV-16534,Workstation 16534,Workstation,Critical,Development,Bengaluru DC,Active
AST16535,ORG00375,SRV-16535,Cloud Instance 16535,Cloud Instance,High,Staging,Hyderabad DC,Active
AST16536,ORG00147,SRV-16536,Workstation 16536,Workstation,Low,Development,Hyderabad DC,Active
AST16537,ORG00626,SRV-16537,Cloud Instance 16537,Cloud Instance,Medium,Staging,Pune DC,Maintenance
AST16538,ORG00897,SRV-16538,Network Device 16538,Network Device,Critical,Production,Mumbai DC,Active
AST16539,ORG00044,SRV-16539,Domain Controller 16539,Domain Controller,High,Staging,Mumbai DC,Active
AST16540,ORG00444,SRV-16540,Database 16540,Database,High,Staging,Bengaluru DC,Active
AST16541,ORG00260,SRV-16541,Domain Controller 16541,Domain Controller,Medium,Production,Bengaluru DC,Active
AST16542,ORG00341,SRV-16542,Database 16542,Database,Critical,Production,Delhi DC,Active
AST16543,ORG00090,SRV-16543,Domain Controller 16543,Domain Controller,High,Staging,Mumbai DC,Active
AST16544,ORG00585,SRV-16544,Database 16544,Database,High,Development,Pune DC,Active
AST16545,ORG00610,SRV-16545,Domain Controller 16545,Domain Controller,Medium,Staging,Pune DC,Active
AST16546,ORG00216,SRV-16546,Application 16546,Application,Medium,Staging,Pune DC,Active
AST16547,ORG00189,SRV-16547,Database 16547,Database,Critical,Staging,Bengaluru DC,Active
AST16548,ORG00185,SRV-16548,Firewall 16548,Firewall,High,Development,Mumbai DC,Active
AST16549,ORG00317,SRV-16549,Server 16549,Server,Low,Development,Mumbai DC,Active
AST16550,ORG00812,SRV-16550,Server 16550,Server,Medium,Production,Hyderabad DC,Maintenance
AST16551,ORG00454,SRV-16551,Workstation 16551,Workstation,Low,Development,Bengaluru DC,Active
AST16552,ORG00084,SRV-16552,Domain Controller 16552,Domain Controller,High,Staging,Pune DC,Active
AST16553,ORG00653,SRV-16553,Application 16553,Application,Medium,Production,Delhi DC,Active
AST16554,ORG00870,SRV-16554,Server 16554,Server,High,Staging,Mumbai DC,Inactive
AST16555,ORG00044,SRV-16555,Database 16555,Database,Medium,Production,Bengaluru DC,Active
AST16556,ORG00057,SRV-16556,Network Device 16556,Network Device,Medium,Production,Mumbai DC,Active
AST16557,ORG00710,SRV-16557,Server 16557,Server,High,Development,Pune DC,Active
AST16558,ORG00534,SRV-16558,Domain Controller 16558,Domain Controller,Medium,Staging,Delhi DC,Active
AST16559,ORG00264,SRV-16559,Firewall 16559,Firewall,Critical,Development,Hyderabad DC,Active
AST16560,ORG00804,SRV-16560,Firewall 16560,Firewall,Critical,Production,Pune DC,Active
AST16561,ORG00332,SRV-16561,Domain Controller 16561,Domain Controller,Medium,Production,Pune DC,Active
AST16562,ORG00673,SRV-16562,Database 16562,Database,Medium,Staging,Delhi DC,Active
AST16563,ORG00611,SRV-16563,Cloud Instance 16563,Cloud Instance,Medium,Staging,Mumbai DC,Maintenance
AST16564,ORG00597,SRV-16564,Cloud Instance 16564,Cloud Instance,High,Development,Hyderabad DC,Active
AST16565,ORG00877,SRV-16565,Cloud Instance 16565,Cloud Instance,High,Production,Delhi DC,Active
AST16566,ORG00024,SRV-16566,Workstation 16566,Workstation,Low,Production,Pune DC,Active
AST16567,ORG00035,SRV-16567,Server 16567,Server,High,Production,Delhi DC,Active
AST16568,ORG00643,SRV-16568,Network Device 16568,Network Device,Medium,Development,Hyderabad DC,Active
AST16569,ORG00188,SRV-16569,Database 16569,Database,High,Development,Delhi DC,Active
AST16570,ORG00545,SRV-16570,Server 16570,Server,Medium,Development,Bengaluru DC,Active
AST16571,ORG00889,SRV-16571,Workstation 16571,Workstation,Medium,Production,Mumbai DC,Active
AST16572,ORG00212,SRV-16572,Cloud Instance 16572,Cloud Instance,High,Staging,Delhi DC,Active
AST16573,ORG00596,SRV-16573,Application 16573,Application,Critical,Development,Delhi DC,Active
AST16574,ORG00263,SRV-16574,Database 16574,Database,High,Production,Hyderabad DC,Active
AST16575,ORG00406,SRV-16575,Server 16575,Server,Medium,Staging,Pune DC,Active
AST16576,ORG00591,SRV-16576,Server 16576,Server,Critical,Staging,Mumbai DC,Active
