investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV09826,ALT09826,AN14657,2026-08-10 21:16:18,2026-08-10 21:53:18,37,Checked threat intelligence and historical activity,12,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09827,ALT09827,AN04313,2026-08-17 10:14:23,2026-08-17 10:29:23,15,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09828,ALT09828,AN23200,2026-08-24 11:59:26,2026-08-24 12:17:26,18,Reviewed authentication logs; checked source IP,5,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09829,ALT09829,AN05182,2026-08-27 01:58:55,2026-08-27 02:29:55,31,Checked threat intelligence and historical activity,6,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09830,ALT09830,AN14367,2026-08-13 03:55:52,2026-08-13 05:09:52,74,Checked threat intelligence and historical activity,2,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV09831,ALT09831,AN24483,2026-09-01 12:16:03,2026-09-01 13:24:03,68,Reviewed authentication logs; checked source IP,7,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09832,ALT09832,AN12779,2026-09-02 02:30:49,2026-09-02 02:56:49,26,Reviewed authentication logs; checked source IP,9,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09833,ALT09833,AN12721,2026-08-18 09:24:34,2026-08-18 10:47:34,83,Reviewed endpoint logs; analyzed process tree,10,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09834,ALT09834,AN07403,2026-08-30 16:01:21,2026-08-30 16:33:21,32,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV09835,ALT09835,AN22253,2026-09-08 06:12:20,2026-09-08 06:28:20,16,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09836,ALT09836,AN00922,2026-09-06 05:22:36,2026-09-06 07:02:36,100,Checked threat intelligence and historical activity,3,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09837,ALT09837,AN00643,2026-08-20 11:57:00,2026-08-20 13:35:00,98,Reviewed authentication logs; checked source IP,5,No,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV09838,ALT09838,AN08948,2026-08-23 09:34:43,2026-08-23 09:55:43,21,Reviewed endpoint logs; analyzed process tree,12,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09839,ALT09839,AN18799,2026-08-21 09:14:02,2026-08-21 09:54:02,40,Checked threat intelligence and historical activity,5,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09840,ALT09840,AN01430,2026-08-18 08:07:05,2026-08-18 08:26:05,19,Checked threat intelligence and historical activity,4,No,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09841,ALT09841,AN11231,2026-08-22 12:20:34,2026-08-22 13:11:34,51,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV09842,ALT09842,AN06564,2026-09-06 13:46:30,2026-09-06 14:17:30,31,Checked threat intelligence and historical activity,2,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV09843,ALT09843,AN19952,2026-09-07 01:09:17,2026-09-07 01:50:17,41,Reviewed authentication logs; checked source IP,2,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09844,ALT09844,AN11971,2026-08-12 07:49:55,2026-08-12 09:46:55,117,Checked threat intelligence and historical activity,2,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09845,ALT09845,AN12561,2026-08-26 10:04:19,2026-08-26 11:00:19,56,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09846,ALT09846,AN16406,2026-08-20 08:54:00,2026-08-20 10:38:00,104,"Correlated SIEM, firewall and endpoint telemetry",6,No,Investigated user activity and historical baseline.,Benign activity,Yes
INV09847,ALT09847,AN02902,2026-08-24 15:40:52,2026-08-24 16:43:52,63,"Correlated SIEM, firewall and endpoint telemetry",11,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09848,ALT09848,AN18030,2026-09-04 01:24:11,2026-09-04 02:01:11,37,Checked threat intelligence and historical activity,5,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV09849,ALT09849,AN24447,2026-08-10 03:48:55,2026-08-10 04:28:55,40,Checked threat intelligence and historical activity,10,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09850,ALT09850,AN08797,2026-08-01 09:32:59,2026-08-01 09:40:59,8,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09851,ALT09851,AN24641,2026-08-14 11:05:34,2026-08-14 11:12:34,7,Reviewed endpoint logs; analyzed process tree,4,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09852,ALT09852,AN08338,2026-08-30 00:31:03,2026-08-30 00:54:03,23,Reviewed authentication logs; checked source IP,11,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09853,ALT09853,AN10426,2026-09-01 23:32:39,2026-09-02 00:02:39,30,Reviewed authentication logs; checked source IP,5,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09854,ALT09854,AN04149,2026-08-12 09:01:03,2026-08-12 09:20:03,19,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09855,ALT09855,AN21537,2026-08-18 17:08:07,2026-08-18 18:06:07,58,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09856,ALT09856,AN23816,2026-08-12 12:59:59,2026-08-12 13:18:59,19,Reviewed authentication logs; checked source IP,6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09857,ALT09857,AN17596,2026-09-09 22:44:02,2026-09-09 23:50:02,66,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09858,ALT09858,AN01482,2026-08-01 07:16:40,2026-08-01 07:53:40,37,Checked threat intelligence and historical activity,9,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09859,ALT09859,AN22956,2026-08-11 12:28:09,2026-08-11 13:15:09,47,Checked threat intelligence and historical activity,2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09860,ALT09860,AN10632,2026-08-21 23:12:56,2026-08-21 23:21:56,9,Checked threat intelligence and historical activity,5,No,Investigated user activity and historical baseline.,Benign activity,No
INV09861,ALT09861,AN19926,2026-08-22 13:32:36,2026-08-22 14:58:36,86,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV09862,ALT09862,AN16545,2026-08-19 07:53:53,2026-08-19 08:01:53,8,Reviewed endpoint logs; analyzed process tree,11,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09863,ALT09863,AN17511,2026-08-23 00:38:28,2026-08-23 00:55:28,17,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09864,ALT09864,AN08870,2026-08-06 07:57:07,2026-08-06 08:03:07,6,Checked alert,1,No,Reviewed.,No further action,No
INV09865,ALT09865,AN18787,2026-08-17 07:13:00,2026-08-17 08:00:00,47,Reviewed authentication logs; checked source IP,6,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09866,ALT09866,AN13987,2026-08-27 17:14:22,2026-08-27 18:46:22,92,Checked threat intelligence and historical activity,11,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09867,ALT09867,AN10901,2026-09-04 05:45:22,2026-09-04 06:03:22,18,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09868,ALT09868,AN24347,2026-08-27 08:51:00,2026-08-27 09:10:00,19,Reviewed endpoint logs; analyzed process tree,7,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09869,ALT09869,AN04537,2026-08-25 23:22:29,2026-08-25 23:39:29,17,Checked threat intelligence and historical activity,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09870,ALT09870,AN03042,2026-09-02 15:32:29,2026-09-02 15:57:29,25,Reviewed endpoint logs; analyzed process tree,8,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV09871,ALT09871,AN12453,2026-08-30 22:21:01,2026-08-30 23:05:01,44,Reviewed endpoint logs; analyzed process tree,11,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09872,ALT09872,AN06798,2026-08-28 11:35:21,2026-08-28 12:07:21,32,Reviewed endpoint logs; analyzed process tree,4,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09873,ALT09873,AN23274,2026-08-18 13:52:52,2026-08-18 14:23:52,31,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09874,ALT09874,AN22960,2026-08-12 06:21:47,2026-08-12 06:35:47,14,Checked threat intelligence and historical activity,11,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09875,ALT09875,AN08245,2026-08-28 11:11:41,2026-08-28 11:17:41,6,Reviewed authentication logs; checked source IP,7,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09876,ALT09876,AN06007,2026-08-02 02:55:54,2026-08-02 03:02:54,7,"Correlated SIEM, firewall and endpoint telemetry",9,No,Reviewed authentication logs and source IP.,Benign activity,No
INV09877,ALT09877,AN16016,2026-09-08 14:50:25,2026-09-08 15:24:25,34,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV09878,ALT09878,AN14661,2026-08-14 02:35:01,2026-08-14 04:23:01,108,Reviewed endpoint logs; analyzed process tree,8,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09879,ALT09879,AN16804,2026-09-08 11:30:10,2026-09-08 11:44:10,14,Reviewed endpoint logs; analyzed process tree,3,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09880,ALT09880,AN00653,2026-08-13 10:16:53,2026-08-13 10:49:53,33,Reviewed endpoint logs; analyzed process tree,12,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV09881,ALT09881,AN11504,2026-08-04 03:06:12,2026-08-04 03:23:12,17,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09882,ALT09882,AN13494,2026-08-06 12:54:23,2026-08-06 13:17:23,23,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09883,ALT09883,AN15448,2026-08-12 18:39:38,2026-08-12 18:54:38,15,Checked threat intelligence and historical activity,11,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09884,ALT09884,AN18129,2026-08-06 18:29:54,2026-08-06 19:42:54,73,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV09885,ALT09885,AN20205,2026-09-08 21:35:54,2026-09-08 21:47:54,12,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09886,ALT09886,AN04334,2026-08-23 08:50:40,2026-08-23 09:29:40,39,Checked threat intelligence and historical activity,3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09887,ALT09887,AN06862,2026-08-08 03:59:04,2026-08-08 04:40:04,41,Reviewed endpoint logs; analyzed process tree,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV09888,ALT09888,AN21402,2026-09-07 15:57:51,2026-09-07 16:47:51,50,Reviewed endpoint logs; analyzed process tree,4,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09889,ALT09889,AN21983,2026-08-27 01:22:04,2026-08-27 01:34:04,12,Checked threat intelligence and historical activity,12,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09890,ALT09890,AN09443,2026-08-20 17:55:54,2026-08-20 18:14:54,19,Reviewed authentication logs; checked source IP,5,No,Investigated user activity and historical baseline.,Benign activity,No
INV09891,ALT09891,AN24578,2026-08-05 17:24:00,2026-08-05 17:32:00,8,Reviewed endpoint logs; analyzed process tree,7,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09892,ALT09892,AN16871,2026-08-17 09:55:00,2026-08-17 10:08:00,13,Reviewed endpoint logs; analyzed process tree,2,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09893,ALT09893,AN08184,2026-09-06 20:21:22,2026-09-06 23:11:22,170,Reviewed authentication logs; checked source IP,8,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09894,ALT09894,AN05092,2026-08-03 04:25:54,2026-08-03 04:39:54,14,Reviewed endpoint logs; analyzed process tree,3,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09895,ALT09895,AN06480,2026-08-11 08:07:13,2026-08-11 08:20:13,13,Checked threat intelligence and historical activity,9,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09896,ALT09896,AN19030,2026-08-01 10:14:11,2026-08-01 10:26:11,12,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09897,ALT09897,AN16986,2026-08-12 11:38:40,2026-08-12 13:08:40,90,Reviewed endpoint logs; analyzed process tree,7,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09898,ALT09898,AN09844,2026-09-06 22:27:39,2026-09-06 23:36:39,69,Reviewed endpoint logs; analyzed process tree,10,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09899,ALT09899,AN13695,2026-08-25 19:09:16,2026-08-25 19:42:16,33,Reviewed authentication logs; checked source IP,11,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV09900,ALT09900,AN20166,2026-08-10 08:12:00,2026-08-10 09:02:00,50,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV09901,ALT09901,AN09004,2026-08-28 16:58:17,2026-08-28 17:54:17,56,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV09902,ALT09902,AN00202,2026-08-31 18:41:37,2026-08-31 19:10:37,29,Reviewed authentication logs; checked source IP,10,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
