alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT13935,SIEM-913935,ORG00569,AST06653,AN09503,Malware,Low,Closed,2026-09-06 07:09:00,2026-09-06 07:54:00,45,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13936,SIEM-913936,ORG00475,AST07948,AN24774,Port Scan,Low,Closed,2026-09-01 17:10:00,2026-09-01 17:47:00,37,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13937,SIEM-913937,ORG00837,AST16379,AN17566,Anomalous Process,High,Closed,2026-08-26 05:13:00,2026-08-26 05:53:00,40,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13938,SIEM-913938,ORG00518,AST07870,AN05217,Port Scan,Medium,Closed,2026-08-20 12:11:00,2026-08-20 12:41:00,30,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13939,SIEM-913939,ORG00315,AST17217,AN13578,Phishing,Medium,Closed,2026-09-05 16:02:00,2026-09-05 16:24:00,22,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13940,SIEM-913940,ORG00157,AST18651,AN06904,Malware,High,Closed,2026-08-17 16:14:00,2026-08-17 16:38:00,24,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13941,SIEM-913941,ORG00104,AST03176,AN21547,Privilege Escalation,Low,Escalated,2026-08-17 18:26:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC13941
ALT13942,SIEM-913942,ORG00731,AST14901,AN02502,Anomalous Process,Low,Closed,2026-09-03 17:07:00,2026-09-03 17:25:00,18,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13943,SIEM-913943,ORG00978,AST16528,AN20631,Port Scan,High,Closed,2026-08-12 16:36:00,2026-08-12 16:56:00,20,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13944,SIEM-913944,ORG00116,AST00806,AN14995,Port Scan,Low,Closed,2026-08-24 01:07:00,2026-08-24 01:27:00,20,Investigated user activity and historical baseline.,Yes,No,No,
ALT13945,SIEM-913945,ORG00600,AST09451,AN12583,Port Scan,Medium,Closed,2026-09-04 10:40:00,2026-09-04 10:54:00,14,Investigated user activity and historical baseline.,Yes,No,No,
ALT13946,SIEM-913946,ORG00714,AST01108,AN16379,Privilege Escalation,Low,Closed,2026-09-08 02:02:00,2026-09-08 02:47:00,45,Reviewed authentication logs and source IP.,No,No,No,
ALT13947,SIEM-913947,ORG00484,AST04435,AN22921,Ransomware,High,Investigating,2026-09-03 22:47:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT13948,SIEM-913948,ORG00115,AST02983,AN03130,Data Exfiltration,Medium,Escalated,2026-08-31 12:03:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC13948
ALT13949,SIEM-913949,ORG00590,AST14994,AN07721,Privilege Escalation,Critical,Closed,2026-08-04 11:35:00,2026-08-04 12:23:00,48,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13950,SIEM-913950,ORG00036,AST24312,AN21360,Data Exfiltration,High,Closed,2026-08-05 18:25:00,2026-08-05 18:51:00,26,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13951,SIEM-913951,ORG00703,AST02023,AN09380,Privilege Escalation,Medium,Closed,2026-08-30 06:25:00,2026-08-30 06:46:00,21,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13952,SIEM-913952,ORG00927,AST13463,AN13029,Anomalous Process,High,Closed,2026-08-08 00:49:00,2026-08-08 00:59:00,10,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT13953,SIEM-913953,ORG00977,AST21793,AN11929,Phishing,Low,Closed,2026-09-06 05:39:00,2026-09-06 05:55:00,16,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT13954,SIEM-913954,ORG00780,AST17828,AN01297,Malware,Medium,Closed,2026-08-22 16:43:00,2026-08-22 17:44:00,61,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13955,SIEM-913955,ORG00347,AST03405,AN04639,Phishing,High,Closed,2026-08-19 21:49:00,2026-08-19 22:31:00,42,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13956,SIEM-913956,ORG00501,AST22480,AN09028,Suspicious Login,Medium,Closed,2026-09-04 22:12:00,2026-09-04 23:13:00,61,Reviewed authentication logs and source IP.,No,Yes,No,
ALT13957,SIEM-913957,ORG00873,AST18251,AN21404,Suspicious Login,Medium,Closed,2026-08-12 07:46:00,2026-08-12 07:52:00,6,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13958,SIEM-913958,ORG00992,AST06138,AN20909,Privilege Escalation,High,Investigating,2026-09-04 18:34:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13959,SIEM-913959,ORG00017,AST18038,AN16281,Suspicious Login,High,Investigating,2026-08-16 12:23:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13960,SIEM-913960,ORG00381,AST03565,AN17713,Impossible Travel,Medium,Closed,2026-09-01 09:47:00,2026-09-01 09:53:00,6,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13961,SIEM-913961,ORG00222,AST05212,AN04033,Port Scan,High,Escalated,2026-08-09 00:23:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC13961
ALT13962,SIEM-913962,ORG00756,AST23882,AN00427,Ransomware,Low,Closed,2026-08-11 09:41:00,2026-08-11 09:56:00,15,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13963,SIEM-913963,ORG00088,AST18447,AN17830,Data Exfiltration,Low,Open,2026-09-01 21:20:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13964,SIEM-913964,ORG00870,AST21396,AN24292,Suspicious Login,Low,Open,2026-08-12 06:01:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT13965,SIEM-913965,ORG00209,AST00071,AN12251,Malware,Low,Closed,2026-09-02 14:52:00,2026-09-02 15:16:00,24,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13966,SIEM-913966,ORG00862,AST20285,AN18377,Impossible Travel,Medium,Closed,2026-08-01 08:04:00,2026-08-01 08:43:00,39,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT13967,SIEM-913967,ORG00181,AST04244,AN01290,Suspicious Login,Low,Closed,2026-09-09 16:07:00,2026-09-09 16:49:00,42,Reviewed authentication logs and source IP.,No,No,No,
ALT13968,SIEM-913968,ORG00516,AST23784,AN07071,Privilege Escalation,High,Investigating,2026-08-02 11:40:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT13969,SIEM-913969,ORG00909,AST16158,AN10463,Impossible Travel,Low,Closed,2026-09-07 09:31:00,2026-09-07 09:45:00,14,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13970,SIEM-913970,ORG00749,AST15052,AN06774,Privilege Escalation,Medium,Closed,2026-09-04 05:31:00,2026-09-04 06:09:00,38,Investigated user activity and historical baseline.,Yes,No,No,
ALT13971,SIEM-913971,ORG00843,AST18191,AN05696,Suspicious Login,Medium,Closed,2026-09-03 06:19:00,2026-09-03 06:33:00,14,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13972,SIEM-913972,ORG00885,AST16080,AN22595,Suspicious Login,Critical,Open,2026-09-02 12:38:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT13973,SIEM-913973,ORG00583,AST00964,AN10806,Malware,High,Closed,2026-08-26 23:38:00,2026-08-27 00:11:00,33,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13974,SIEM-913974,ORG00198,AST03216,AN12421,Brute Force,Critical,Closed,2026-08-23 02:07:00,2026-08-23 02:11:00,4,Reviewed alert.,No,No,No,INC13974
ALT13975,SIEM-913975,ORG00101,AST23596,AN23423,Malware,Medium,Investigating,2026-09-08 04:21:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13976,SIEM-913976,ORG00805,AST00666,AN07770,Brute Force,High,Closed,2026-08-26 11:55:00,2026-08-26 12:21:00,26,Investigated user activity and historical baseline.,Yes,No,No,
ALT13977,SIEM-913977,ORG00841,AST10161,AN16425,Phishing,High,Escalated,2026-09-01 00:54:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC13977
ALT13978,SIEM-913978,ORG00955,AST16052,AN20807,Brute Force,Medium,Closed,2026-09-03 12:51:00,2026-09-03 13:57:00,66,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13979,SIEM-913979,ORG00941,AST05667,AN03222,Malware,Low,Closed,2026-08-18 05:47:00,2026-08-18 06:32:00,45,Investigated user activity and historical baseline.,No,No,No,
ALT13980,SIEM-913980,ORG00914,AST08435,AN08197,Suspicious Login,Low,Closed,2026-08-03 01:48:00,2026-08-03 02:02:00,14,Investigated user activity and historical baseline.,No,Yes,No,
ALT13981,SIEM-913981,ORG00120,AST01635,AN12484,Data Exfiltration,Low,Closed,2026-08-16 20:09:00,2026-08-16 20:28:00,19,Investigated user activity and historical baseline.,No,Yes,No,
ALT13982,SIEM-913982,ORG00009,AST19742,AN00517,Port Scan,Low,Closed,2026-08-19 15:13:00,2026-08-19 16:10:00,57,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13983,SIEM-913983,ORG00720,AST10916,AN11013,Phishing,Low,Closed,2026-08-27 07:51:00,2026-08-27 08:10:00,19,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13984,SIEM-913984,ORG00009,AST05480,AN13005,Port Scan,Low,Closed,2026-08-17 19:49:00,2026-08-17 20:20:00,31,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13985,SIEM-913985,ORG00275,AST09805,AN08425,Port Scan,Medium,Closed,2026-08-20 11:19:00,2026-08-20 11:33:00,14,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13986,SIEM-913986,ORG00437,AST18135,AN05016,Privilege Escalation,Medium,Open,2026-08-29 14:05:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13987,SIEM-913987,ORG00291,AST04896,AN14124,Port Scan,Medium,Closed,2026-08-10 06:39:00,2026-08-10 08:58:00,139,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13988,SIEM-913988,ORG00893,AST14323,AN12132,Data Exfiltration,Low,Closed,2026-08-25 05:36:00,2026-08-25 06:11:00,35,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT13989,SIEM-913989,ORG00346,AST17695,AN17183,Ransomware,Low,Closed,2026-09-06 00:37:00,2026-09-06 01:14:00,37,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13990,SIEM-913990,ORG00121,AST19743,AN19242,Brute Force,Medium,Closed,2026-08-10 03:34:00,2026-08-10 03:56:00,22,Investigated user activity and historical baseline.,No,Yes,No,
ALT13991,SIEM-913991,ORG00465,AST09382,AN11956,Ransomware,Medium,Closed,2026-08-03 23:09:00,2026-08-03 23:43:00,34,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13992,SIEM-913992,ORG00136,AST06351,AN20187,Port Scan,Low,Closed,2026-09-01 15:40:00,2026-09-01 15:48:00,8,Investigated user activity and historical baseline.,Yes,No,No,
ALT13993,SIEM-913993,ORG00024,AST06483,AN15059,Brute Force,Medium,Closed,2026-08-26 20:17:00,2026-08-26 20:35:00,18,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13994,SIEM-913994,ORG00514,AST11193,AN17339,Impossible Travel,Medium,Closed,2026-08-14 15:52:00,2026-08-14 16:32:00,40,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13995,SIEM-913995,ORG00543,AST22789,AN13558,Data Exfiltration,Low,Closed,2026-08-20 05:17:00,2026-08-20 05:37:00,20,Investigated user activity and historical baseline.,Yes,No,No,
ALT13996,SIEM-913996,ORG00487,AST10442,AN22610,Ransomware,High,Closed,2026-08-31 23:03:00,2026-09-01 00:13:00,70,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13997,SIEM-913997,ORG00163,AST07323,AN00480,Impossible Travel,Medium,Open,2026-09-03 11:39:00,,,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13998,SIEM-913998,ORG00897,AST08126,AN21803,Anomalous Process,High,Closed,2026-08-14 01:32:00,2026-08-14 01:40:00,8,Investigated user activity and historical baseline.,No,Yes,No,
ALT13999,SIEM-913999,ORG00034,AST20312,AN18953,Phishing,Medium,Closed,2026-08-17 14:54:00,2026-08-17 15:21:00,27,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT14000,SIEM-914000,ORG00628,AST07560,AN04620,Phishing,Low,Closed,2026-08-16 17:00:00,2026-08-16 17:08:00,8,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT14001,SIEM-914001,ORG00314,AST05107,AN09082,Malware,Medium,Closed,2026-08-26 09:48:00,2026-08-26 10:13:00,25,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT14002,SIEM-914002,ORG00274,AST11611,AN24957,Data Exfiltration,Low,Closed,2026-08-20 07:32:00,2026-08-20 07:50:00,18,Reviewed authentication logs and source IP.,Yes,No,No,
ALT14003,SIEM-914003,ORG00679,AST18873,AN01467,Port Scan,Low,Closed,2026-09-01 21:20:00,2026-09-01 22:27:00,67,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT14004,SIEM-914004,ORG00518,AST01255,AN11677,Ransomware,High,Closed,2026-08-22 12:38:00,2026-08-22 13:46:00,68,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT14005,SIEM-914005,ORG00688,AST13223,AN18631,Port Scan,Medium,Closed,2026-08-26 08:53:00,2026-08-26 09:13:00,20,Investigated user activity and historical baseline.,Yes,No,No,
ALT14006,SIEM-914006,ORG00567,AST21006,AN22754,Suspicious Login,High,Closed,2026-08-06 23:31:00,2026-08-07 00:57:00,86,Checked endpoint telemetry and correlated network events.,No,No,Yes,
ALT14007,SIEM-914007,ORG00596,AST21323,AN23267,Suspicious Login,Medium,Closed,2026-08-29 03:00:00,2026-08-29 03:17:00,17,Reviewed authentication logs and source IP.,No,Yes,No,
ALT14008,SIEM-914008,ORG00709,AST24093,AN13996,Ransomware,Medium,Closed,2026-09-02 15:56:00,2026-09-02 16:56:00,60,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT14009,SIEM-914009,ORG00657,AST15251,AN14366,Malware,Critical,Investigating,2026-08-07 16:37:00,,,Reviewed authentication logs and source IP.,No,No,No,
ALT14010,SIEM-914010,ORG00307,AST19059,AN07040,Ransomware,Medium,Closed,2026-08-24 06:37:00,2026-08-24 07:36:00,59,Checked endpoint telemetry and correlated network events.,No,Yes,Yes,
ALT14011,SIEM-914011,ORG00603,AST00808,AN03728,Port Scan,Medium,Closed,2026-09-09 22:04:00,2026-09-09 22:21:00,17,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14012,SIEM-914012,ORG00863,AST18442,AN03060,Impossible Travel,Medium,Closed,2026-09-05 09:08:00,2026-09-05 09:40:00,32,Reviewed authentication logs and source IP.,No,Yes,No,
ALT14013,SIEM-914013,ORG00944,AST07140,AN07317,Impossible Travel,Medium,Closed,2026-08-27 19:19:00,2026-08-27 20:04:00,45,Investigated user activity and historical baseline.,No,No,Yes,
ALT14014,SIEM-914014,ORG00640,AST03952,AN11010,Phishing,Critical,Closed,2026-08-25 18:05:00,2026-08-25 18:12:00,7,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT14015,SIEM-914015,ORG00753,AST21196,AN12582,Port Scan,Low,Escalated,2026-08-04 15:05:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,INC14015
ALT14016,SIEM-914016,ORG00497,AST16220,AN14495,Anomalous Process,Medium,Closed,2026-08-07 21:26:00,2026-08-07 22:33:00,67,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT14017,SIEM-914017,ORG00513,AST10748,AN16054,Phishing,High,Open,2026-08-24 01:25:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14018,SIEM-914018,ORG00438,AST22677,AN15956,Suspicious Login,Medium,Closed,2026-08-23 00:49:00,2026-08-23 01:04:00,15,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT14019,SIEM-914019,ORG00840,AST13344,AN23854,Privilege Escalation,High,Closed,2026-08-10 12:08:00,2026-08-10 12:29:00,21,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT14020,SIEM-914020,ORG00032,AST15733,AN23572,Impossible Travel,Medium,Open,2026-09-08 08:31:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14021,SIEM-914021,ORG00905,AST15198,AN06206,Privilege Escalation,Critical,Closed,2026-09-05 10:27:00,2026-09-05 10:39:00,12,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14022,SIEM-914022,ORG00716,AST01989,AN07766,Brute Force,Low,Open,2026-08-11 22:20:00,,,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT14023,SIEM-914023,ORG00666,AST23786,AN10471,Ransomware,Medium,Closed,2026-08-14 23:31:00,2026-08-14 23:50:00,19,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT14024,SIEM-914024,ORG00714,AST22047,AN21676,Privilege Escalation,Medium,Closed,2026-09-02 11:18:00,2026-09-02 11:38:00,20,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14025,SIEM-914025,ORG00150,AST16426,AN09374,Suspicious Login,Medium,Closed,2026-08-07 15:22:00,2026-08-07 15:35:00,13,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT14026,SIEM-914026,ORG00443,AST03106,AN02737,Data Exfiltration,Low,Closed,2026-08-22 22:58:00,2026-08-22 23:25:00,27,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT14027,SIEM-914027,ORG00992,AST10640,AN11329,Port Scan,Critical,Closed,2026-08-16 09:10:00,2026-08-16 09:33:00,23,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT14028,SIEM-914028,ORG00996,AST14060,AN14607,Malware,Critical,Closed,2026-08-13 18:29:00,2026-08-13 18:47:00,18,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT14029,SIEM-914029,ORG00408,AST02903,AN19431,Data Exfiltration,Medium,Closed,2026-08-24 22:13:00,2026-08-24 22:40:00,27,Reviewed authentication logs and source IP.,Yes,No,No,
ALT14030,SIEM-914030,ORG01000,AST14944,AN20723,Brute Force,Medium,Escalated,2026-09-08 19:11:00,,,Investigated user activity and historical baseline.,No,Yes,Yes,INC14030
ALT14031,SIEM-914031,ORG00190,AST04514,AN14595,Anomalous Process,High,Closed,2026-09-09 09:43:00,2026-09-09 10:22:00,39,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT14032,SIEM-914032,ORG00343,AST03114,AN14492,Phishing,Low,Closed,2026-08-03 21:48:00,2026-08-03 22:29:00,41,Reviewed authentication logs and source IP.,No,No,Yes,
ALT14033,SIEM-914033,ORG00365,AST00525,AN16161,Impossible Travel,Low,Closed,2026-09-06 12:06:00,2026-09-06 12:44:00,38,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14034,SIEM-914034,ORG00442,AST16335,AN11334,Impossible Travel,Medium,Closed,2026-08-01 21:05:00,2026-08-01 21:27:00,22,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT14035,SIEM-914035,ORG00539,AST04782,AN01052,Brute Force,Medium,Investigating,2026-08-26 09:10:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT14036,SIEM-914036,ORG00273,AST08220,AN21699,Privilege Escalation,High,Closed,2026-08-23 07:18:00,2026-08-23 07:31:00,13,Reviewed authentication logs and source IP.,Yes,No,No,
ALT14037,SIEM-914037,ORG00361,AST08177,AN02107,Suspicious Login,High,Investigating,2026-09-07 07:34:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT14038,SIEM-914038,ORG00109,AST11326,AN02697,Privilege Escalation,High,Closed,2026-08-19 18:21:00,2026-08-19 18:43:00,22,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT14039,SIEM-914039,ORG00433,AST16352,AN05340,Brute Force,Low,Closed,2026-08-22 03:07:00,2026-08-22 03:20:00,13,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT14040,SIEM-914040,ORG00560,AST07340,AN15591,Malware,Critical,Closed,2026-08-28 20:23:00,2026-08-28 20:42:00,19,Investigated user activity and historical baseline.,Yes,No,No,
ALT14041,SIEM-914041,ORG00031,AST13497,AN06362,Privilege Escalation,Medium,Closed,2026-08-30 15:44:00,2026-08-30 16:50:00,66,Reviewed authentication logs and source IP.,Yes,No,No,
ALT14042,SIEM-914042,ORG01000,AST23425,AN08095,Brute Force,High,Closed,2026-08-23 10:32:00,2026-08-23 11:30:00,58,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT14043,SIEM-914043,ORG00650,AST22375,AN24441,Data Exfiltration,Low,Closed,2026-08-25 20:55:00,2026-08-25 21:46:00,51,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT14044,SIEM-914044,ORG00621,AST10739,AN00659,Impossible Travel,Medium,Closed,2026-09-07 08:52:00,2026-09-07 09:38:00,46,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT14045,SIEM-914045,ORG00463,AST11640,AN17157,Anomalous Process,High,Closed,2026-09-06 01:30:00,2026-09-06 01:52:00,22,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT14046,SIEM-914046,ORG00741,AST02499,AN00592,Privilege Escalation,High,Open,2026-09-08 05:39:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
